Time [s],Current [A],Voltage [V],X-averaged cell temperature [K],TimeDiff,CapacityDiff,SOC
220.0,10.0,3.6795209050586344,298.15,1.0,-0.002777777777777778,0.8777777777777831
221.0,10.0,3.6788901990131686,298.15,1.0,-0.002777777777777778,0.8772222222222276
222.0,10.0,3.678260330796317,298.15,1.0,-0.002777777777777778,0.876666666666672
223.0,10.0,3.6776312489268785,298.15,1.0,-0.002777777777777778,0.8761111111111165
224.0,10.0,3.677002901923653,298.15,1.0,-0.002777777777777778,0.875555555555561
225.0,10.0,3.676375238305442,298.15,1.0,-0.002777777777777778,0.8750000000000054
226.0,10.0,3.6757482065910456,298.15,1.0,-0.002777777777777778,0.8744444444444499
227.0,10.0,3.6751216346705218,298.15,1.0,-0.002777777777777778,0.8738888888888944
228.0,10.0,3.6744955343039654,298.15,1.0,-0.002777777777777778,0.8733333333333388
229.0,10.0,3.673869843375328,298.15,1.0,-0.002777777777777778,0.8727777777777833
230.0,10.0,3.673244498297458,298.15,1.0,-0.002777777777777778,0.8722222222222278
231.0,10.0,3.6726194346154086,298.15,1.0,-0.002777777777777778,0.8716666666666723
232.0,10.0,3.671994587006444,298.15,1.0,-0.002777777777777778,0.8711111111111167
233.0,10.0,3.671369889280032,298.15,1.0,-0.002777777777777778,0.8705555555555612
234.0,10.0,3.670745462234884,298.15,1.0,-0.002777777777777778,0.8700000000000057
235.0,10.0,3.670121567638598,298.15,1.0,-0.002777777777777778,0.8694444444444501
236.0,10.0,3.669497924047361,298.15,1.0,-0.002777777777777778,0.8688888888888946
237.0,10.0,3.668874519775853,298.15,1.0,-0.002777777777777778,0.8683333333333391
238.0,10.0,3.6682513466259623,298.15,1.0,-0.002777777777777778,0.8677777777777835
239.0,10.0,3.6676283998867865,298.15,1.0,-0.002777777777777778,0.867222222222228
240.0,10.0,3.667005678334635,298.15,1.0,-0.002777777777777778,0.8666666666666725
241.0,10.0,3.666383184233026,298.15,1.0,-0.002777777777777778,0.8661111111111169
242.0,10.0,3.6657606475168665,298.15,1.0,-0.002777777777777778,0.8655555555555614
243.0,10.0,3.6651380867482484,298.15,1.0,-0.002777777777777778,0.8650000000000059
244.0,10.0,3.6645155631344313,298.15,1.0,-0.002777777777777778,0.8644444444444503
245.0,10.0,3.6638930529883615,298.15,1.0,-0.002777777777777778,0.8638888888888948
246.0,10.0,3.6632705331924864,298.15,1.0,-0.002777777777777778,0.8633333333333393
247.0,10.0,3.6626479811987496,298.15,1.0,-0.002777777777777778,0.8627777777777837
248.0,10.0,3.6620253750285947,298.15,1.0,-0.002777777777777778,0.8622222222222282
249.0,10.0,3.661402559564015,298.15,1.0,-0.002777777777777778,0.8616666666666727
250.0,10.0,3.660779548442222,298.15,1.0,-0.002777777777777778,0.8611111111111172
251.0,10.0,3.6601563235138164,298.15,1.0,-0.002777777777777778,0.8605555555555616
252.0,10.0,3.6595328466329806,298.15,1.0,-0.002777777777777778,0.8600000000000061
253.0,10.0,3.658909078829004,298.15,1.0,-0.002777777777777778,0.8594444444444506
254.0,10.0,3.6582849803062816,298.15,1.0,-0.002777777777777778,0.858888888888895
255.0,10.0,3.6576605104443125,298.15,1.0,-0.002777777777777778,0.8583333333333395
256.0,10.0,3.6570360564300257,298.15,1.0,-0.002777777777777778,0.857777777777784
257.0,10.0,3.65641138486159,298.15,1.0,-0.002777777777777778,0.8572222222222284
258.0,10.0,3.655786491694801,298.15,1.0,-0.002777777777777778,0.8566666666666729
259.0,10.0,3.655161386280703,298.15,1.0,-0.002777777777777778,0.8561111111111174
260.0,10.0,3.654536081251961,298.15,1.0,-0.002777777777777778,0.8555555555555618
261.0,10.0,3.6539105925228568,298.15,1.0,-0.002777777777777778,0.8550000000000063
262.0,10.0,3.653284888743264,298.15,1.0,-0.002777777777777778,0.8544444444444508
263.0,10.0,3.652658406574061,298.15,1.0,-0.002777777777777778,0.8538888888888952
264.0,10.0,3.6520314607748867,298.15,1.0,-0.002777777777777778,0.8533333333333397
265.0,10.0,3.651404005597105,298.15,1.0,-0.002777777777777778,0.8527777777777842
266.0,10.0,3.650775992292828,298.15,1.0,-0.002777777777777778,0.8522222222222287
267.0,10.0,3.650147369114916,298.15,1.0,-0.002777777777777778,0.8516666666666731
268.0,10.0,3.6495180813169723,298.15,1.0,-0.002777777777777778,0.8511111111111176
269.0,10.0,3.6488882203617727,298.15,1.0,-0.002777777777777778,0.8505555555555621
270.0,10.0,3.6482582980197695,298.15,1.0,-0.002777777777777778,0.8500000000000065
271.0,10.0,3.647627900813766,298.15,1.0,-0.002777777777777778,0.849444444444451
272.0,10.0,3.646997023013661,298.15,1.0,-0.002777777777777778,0.8488888888888955
273.0,10.0,3.646365658889348,298.15,1.0,-0.002777777777777778,0.8483333333333399
274.0,10.0,3.6457338027107267,298.15,1.0,-0.002777777777777778,0.8477777777777844
275.0,10.0,3.645101448747692,298.15,1.0,-0.002777777777777778,0.8472222222222289
276.0,10.0,3.6444685608738316,298.15,1.0,-0.002777777777777778,0.8466666666666733
277.0,10.0,3.6438350812264932,298.15,1.0,-0.002777777777777778,0.8461111111111178
278.0,10.0,3.6432010443716614,298.15,1.0,-0.002777777777777778,0.8455555555555623
279.0,10.0,3.642566439443098,298.15,1.0,-0.002777777777777778,0.8450000000000067
280.0,10.0,3.6419312555745695,298.15,1.0,-0.002777777777777778,0.8444444444444512
281.0,10.0,3.6412954818998395,298.15,1.0,-0.002777777777777778,0.8438888888888957
282.0,10.0,3.6406591075526715,298.15,1.0,-0.002777777777777778,0.8433333333333402
283.0,10.0,3.640022120588964,298.15,1.0,-0.002777777777777778,0.8427777777777846
284.0,10.0,3.6393845093052453,298.15,1.0,-0.002777777777777778,0.8422222222222291
285.0,10.0,3.6387462636624543,298.15,1.0,-0.002777777777777778,0.8416666666666736
286.0,10.0,3.6381073726640443,298.15,1.0,-0.002777777777777778,0.841111111111118
287.0,10.0,3.637467825313469,298.15,1.0,-0.002777777777777778,0.8405555555555625
288.0,10.0,3.6368276106141835,298.15,1.0,-0.002777777777777778,0.840000000000007
289.0,10.0,3.63618671756964,298.15,1.0,-0.002777777777777778,0.8394444444444514
290.0,10.0,3.635545164852366,298.15,1.0,-0.002777777777777778,0.8388888888888959
291.0,10.0,3.634902948321053,298.15,1.0,-0.002777777777777778,0.8383333333333404
292.0,10.0,3.6342600438625468,298.15,1.0,-0.002777777777777778,0.8377777777777848
293.0,10.0,3.6336164432423255,298.15,1.0,-0.002777777777777778,0.8372222222222293
294.0,10.0,3.632972138225867,298.15,1.0,-0.002777777777777778,0.8366666666666738
295.0,10.0,3.632327120578651,298.15,1.0,-0.002777777777777778,0.8361111111111182
296.0,10.0,3.631681382066155,298.15,1.0,-0.002777777777777778,0.8355555555555627
297.0,10.0,3.6310349467165945,298.15,1.0,-0.002777777777777778,0.8350000000000072
298.0,10.0,3.630387802222947,298.15,1.0,-0.002777777777777778,0.8344444444444516
299.0,10.0,3.629739932976027,298.15,1.0,-0.002777777777777778,0.8338888888888961
300.0,10.0,3.6290913331614743,298.15,1.0,-0.002777777777777778,0.8333333333333406
301.0,10.0,3.6284419969649235,298.15,1.0,-0.002777777777777778,0.832777777777785
302.0,10.0,3.6277919185720116,298.15,1.0,-0.002777777777777778,0.8322222222222295
303.0,10.0,3.6271410921683778,298.15,1.0,-0.002777777777777778,0.831666666666674
304.0,10.0,3.6264895382238267,298.15,1.0,-0.002777777777777778,0.8311111111111185
305.0,10.0,3.625837244180971,298.15,1.0,-0.002777777777777778,0.8305555555555629
306.0,10.0,3.6251842042850715,298.15,1.0,-0.002777777777777778,0.8300000000000074
307.0,10.0,3.6245304165869463,298.15,1.0,-0.002777777777777778,0.8294444444444519
308.0,10.0,3.623875879442631,298.15,1.0,-0.002777777777777778,0.8288888888888963
309.0,10.0,3.623220591513367,298.15,1.0,-0.002777777777777778,0.8283333333333408
310.0,10.0,3.6225645517656093,298.15,1.0,-0.002777777777777778,0.8277777777777853
311.0,10.0,3.621907777601844,298.15,1.0,-0.002777777777777778,0.8272222222222297
312.0,10.0,3.6212502603687877,298.15,1.0,-0.002777777777777778,0.8266666666666742
313.0,10.0,3.6205920017463384,298.15,1.0,-0.002777777777777778,0.8261111111111187
314.0,10.0,3.6199330041970335,298.15,1.0,-0.002777777777777778,0.8255555555555631
315.0,10.0,3.619273270666513,298.15,1.0,-0.002777777777777778,0.8250000000000076
